IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
43.250.54.97,43.250.54.97,443,1.68,NL,AMS,154.4,159.9
144.124.228.213,144.124.228.213,443,1.67,NL,AMS,172.86,179.06
212.34.138.139,212.34.138.139,443,1.67,NL,AMS,156.66,163.56
146.103.114.134,146.103.114.134,443,1.67,NL,AMS,167.38,171.83
195.133.38.112,195.133.38.112,443,1.66,NL,AMS,162.73,166.63
91.84.101.222,91.84.101.222,8443,1.66,NL,AMS,157.29,177.62
72.56.71.235,2a03:6f02::8477,443,1.66,NL,AMS,153.43,344.3
91.84.106.123,91.84.106.123,443,1.65,NL,AMS,147.97,155.12
152.53.200.166,152.53.200.166,8443,1.65,NL,AMS,163.25,184.17
188.166.39.239,188.166.39.239,443,1.64,NL,AMS,146.8,152.05
178.128.136.175,178.128.136.175,443,1.64,NL,AMS,160.04,169.83
91.84.107.69,91.84.107.69,8443,1.64,NL,AMS,144.45,154.1
185.245.106.205,185.245.106.205,8443,1.61,NL,AMS,163.59,180.96
77.239.112.150,77.239.112.150,443,1.6,NL,AMS,163.66,166.59
103.13.210.67,103.13.210.67,443,1.6,NL,AMS,155.98,147.58
212.34.148.210,212.34.148.210,443,1.6,NL,AMS,169.27,172.0
91.84.105.79,91.84.105.79,8443,1.6,NL,AMS,154.32,165.04
2.26.110.36,2.26.110.36,8443,1.6,NL,FRA,174.62,203.08
23.94.134.141,23.94.134.141,8443,1.6,NL,AMS,168.17,189.07
195.63.129.36,195.63.135.129,443,1.59,NL,AMS,166.92,178.73
91.84.105.41,91.84.105.41,8443,1.58,NL,AMS,147.13,154.23
91.84.107.193,91.84.107.193,8443,1.58,NL,AMS,156.67,168.3
91.84.101.222,91.84.101.222,443,1.58,NL,AMS,157.81,173.81
195.200.26.225,195.200.26.225,443,1.57,NL,AMS,156.28,162.81
147.45.111.209,147.45.111.209,443,1.56,NL,AMS,150.04,353.66
185.186.244.116,185.186.244.116,443,1.56,NL,AMS,156.9,168.17
194.238.56.160,194.238.56.160,8443,1.55,NL,AMS,163.18,187.21
152.53.200.89,152.53.200.89,8443,1.55,NL,AMS,164.39,182.86
91.84.97.63,91.84.97.63,443,1.55,NL,AMS,162.67,170.74
185.138.88.7,185.138.88.7,443,1.55,NL,AMS,160.43,176.21
152.53.200.71,152.53.200.71,8443,1.55,NL,AMS,169.58,189.4
91.84.106.75,91.84.106.75,8443,1.54,NL,AMS,151.5,174.2
91.84.103.109,91.84.103.109,443,1.54,NL,AMS,145.49,153.78
77.238.230.12,77.238.230.12,8443,1.54,NL,AMS,155.74,161.6
178.173.248.64,178.173.248.64,443,1.54,NL,AMS,156.55,167.71
84.235.160.223,84.235.160.223,443,1.54,NL,AMS,166.12,177.72
194.238.56.160,194.238.56.160,443,1.53,NL,AMS,154.21,172.09
23.168.72.85,23.168.72.85,443,1.53,NL,DUS,142.98,157.6
152.53.200.163,152.53.200.163,443,1.51,NL,AMS,162.12,189.85
91.103.253.223,91.103.253.223,443,1.51,NL,AMS,150.61,164.14
152.53.200.89,152.53.200.89,443,1.51,NL,AMS,176.3,171.02
91.84.105.79,91.84.105.79,443,1.51,NL,AMS,161.94,170.05
103.54.19.134,103.54.19.134,443,1.51,NL,AMS,163.04,171.33
146.103.109.132,146.103.109.132,443,1.5,NL,AMS,172.39,180.66
91.84.105.41,91.84.105.41,443,1.49,NL,AMS,162.62,168.3
45.85.117.30,45.85.117.30,443,1.49,NL,TXL,161.73,194.4
91.84.106.123,91.84.106.123,8443,1.48,NL,AMS,157.07,168.09
212.34.138.139,212.34.138.139,8443,1.48,NL,AMS,155.89,170.43
91.84.102.67,91.84.102.67,443,1.48,NL,AMS,167.02,183.08
186.190.213.227,186.190.213.5,443,1.48,NL,DUS,142.37,163.36
185.164.163.149,109.120.158.149,443,1.48,NL,AMS,168.01,183.33
185.245.106.205,185.245.106.205,443,1.47,NL,AMS,158.11,165.7
152.53.200.18,152.53.200.18,8443,1.47,NL,AMS,165.2,184.43
193.233.127.123,193.233.127.123,443,1.47,NL,AMS,160.39,192.05
138.124.2.102,138.124.2.102,443,1.47,NL,AMS,176.72,175.92
185.138.88.76,185.138.88.76,443,1.47,NL,AMS,154.35,165.53
86.107.197.239,86.107.197.239,443,1.47,NL,AMS,155.13,214.86
91.84.103.191,91.84.103.191,8443,1.45,NL,AMS,157.45,167.0
212.34.135.103,212.34.135.103,8443,1.45,NL,AMS,162.68,170.28
178.208.87.161,178.208.87.161,443,1.45,NL,AMS,181.7,178.76
212.34.141.191,212.34.141.191,443,1.45,NL,AMS,161.28,173.59
77.105.138.203,77.105.138.203,443,1.44,NL,AMS,162.41,183.58
212.34.141.73,212.34.141.73,8443,1.44,NL,AMS,158.78,164.45
91.84.102.67,91.84.102.67,8443,1.44,NL,AMS,157.45,182.46
152.53.200.144,152.53.200.144,443,1.44,NL,AMS,163.76,180.63
23.168.72.17,23.168.72.17,443,1.44,NL,DUS,147.38,162.26
161.35.147.14,161.35.147.14,443,1.44,NL,AMS,150.26,159.39
152.53.200.72,152.53.200.72,443,1.43,NL,AMS,165.91,180.37
185.103.255.142,185.103.255.142,443,1.43,NL,AMS,163.47,166.71
152.53.200.72,152.53.200.72,8443,1.42,NL,AMS,172.5,188.57
93.183.91.7,93.183.91.7,8443,1.42,NL,AMS,163.08,168.1
94.103.95.115,94.103.95.115,443,1.42,NL,AMS,171.07,192.92
152.53.200.144,152.53.200.144,8443,1.41,NL,AMS,169.85,187.18
209.250.255.90,209.250.255.90,443,1.4,NL,AMS,150.45,161.76
144.124.241.129,144.124.241.129,443,1.4,NL,AMS,161.92,172.63
152.53.200.225,152.53.200.225,443,1.4,NL,AMS,171.83,196.79
91.84.106.75,91.84.106.75,443,1.39,NL,AMS,155.98,162.88
91.84.107.193,91.84.107.193,443,1.39,NL,AMS,148.96,155.94
166.1.22.116,166.1.22.116,2053,1.38,NL,AMS,150.08,168.17
45.12.69.152,45.12.69.152,443,1.38,NL,AMS,153.76,162.52
91.84.97.63,91.84.97.63,8443,1.38,NL,AMS,155.88,164.86
91.84.107.69,91.84.107.69,443,1.37,NL,AMS,160.96,168.47
31.169.124.136,31.169.124.136,443,1.36,NL,AMS,164.71,176.1
103.65.231.157,103.65.231.157,443,1.35,NL,AMS,152.75,160.92
62.84.97.123,62.84.97.123,443,1.35,NL,AMS,164.8,188.44
212.34.135.103,212.34.135.103,443,1.33,NL,AMS,157.6,156.8
152.53.200.115,152.53.200.115,443,1.33,NL,AMS,166.46,192.71
38.180.117.83,38.180.117.83,443,1.33,NL,AMS,182.08,197.3
185.36.143.187,185.36.143.187,443,1.32,NL,AMS,157.2,169.89
222.167.217.127,222.167.217.127,443,1.31,NL,AMS,160.9,168.51
166.1.22.116,166.1.22.116,443,1.29,NL,AMS,152.98,173.4
77.238.230.12,77.238.230.12,443,1.29,NL,AMS,158.89,163.84
222.167.217.43,222.167.217.43,443,1.26,NL,AMS,170.82,175.83
172.233.48.56,172.233.48.56,443,1.25,NL,AMS,156.7,152.49
89.110.81.200,89.110.81.200,443,1.25,NL,AMS,157.82,165.54
193.106.150.253,193.106.150.253,443,1.23,NL,AMS,191.27,220.62
91.84.103.109,91.84.103.109,8443,1.19,NL,AMS,142.27,156.08
2.26.83.250,2.26.83.250,443,1.18,NL,AMS,155.78,166.06
89.110.81.200,89.110.81.200,8443,1.18,NL,AMS,152.33,164.02
188.227.107.112,188.227.107.112,443,1.16,NL,AMS,151.8,165.36
31.56.222.60,31.56.222.60,443,1.15,NL,AMS,161.08,185.59
94.103.9.160,94.103.9.160,443,1.15,NL,AMS,172.89,179.27
212.111.82.142,212.111.82.142,8443,1.14,NL,AMS,156.21,166.51
152.53.200.174,152.53.200.174,443,1.13,NL,AMS,162.99,179.87
91.84.99.217,91.84.99.217,8443,1.12,NL,AMS,144.9,149.93
168.100.9.81,168.100.9.81,443,1.1,NL,AMS,162.87,173.71
23.94.134.141,23.94.134.141,443,1.1,NL,AMS,167.9,197.69
91.201.115.92,91.201.115.92,443,1.07,NL,AMS,177.47,184.61
152.53.200.200,152.53.200.200,8443,1.04,NL,AMS,162.37,192.54
54.36.186.141,54.36.186.141,443,2.94,PL,WAW,183.79,192.72
82.40.38.216,82.40.38.216,443,2.93,PL,WAW,172.16,191.55
31.169.126.66,31.169.126.66,443,2.63,PL,WAW,170.36,200.86
77.83.246.88,77.83.246.88,443,2.56,PL,WAW,184.55,201.03
212.119.43.76,212.119.43.76,443,2.49,PL,WAW,180.82,200.18
51.75.32.106,217.182.79.55,443,2.46,PL,WAW,178.0,185.23
31.169.126.240,31.169.126.240,443,2.29,PL,WAW,165.21,172.68
31.169.126.66,31.169.126.66,8443,2.27,PL,WAW,165.44,172.87
95.85.254.27,95.85.254.27,443,2.25,PL,WAW,179.87,189.58
82.38.65.88,82.38.65.88,443,2.24,PL,WAW,175.57,244.72
45.198.0.157,45.198.0.157,443,2.23,PL,WAW,164.87,167.76
51.75.32.106,217.182.79.55,8443,2.22,PL,WAW,179.31,188.91
45.149.63.149,45.149.63.149,443,2.21,PL,WAW,169.99,177.52
138.124.20.93,138.124.20.93,443,2.09,PL,WAW,168.62,171.91
64.176.68.73,64.176.68.73,443,2.05,PL,WAW,184.09,225.79
81.90.17.57,81.90.17.57,443,2.01,PL,WAW,168.86,177.6
217.182.79.55,217.182.79.55,443,1.99,PL,WAW,173.43,180.84
70.34.243.123,70.34.243.123,443,1.87,PL,WAW,167.99,172.08
191.101.184.50,191.101.184.50,443,1.82,PL,WAW,165.84,182.11
103.167.234.26,103.167.234.26,443,1.8,PL,WAW,168.25,179.73
45.149.63.149,45.149.63.149,8443,1.79,PL,WAW,172.98,177.42
92.118.205.66,92.118.205.66,443,1.77,PL,WAW,168.87,188.48
217.182.79.55,217.182.79.55,8443,1.74,PL,WAW,176.4,183.6
151.241.227.21,151.241.227.21,443,1.72,PL,WAW,173.16,188.44
193.108.170.80,193.108.170.80,443,1.7,PL,WAW,189.88,186.82
2.59.163.33,2.59.163.33,443,1.69,PL,WAW,168.83,180.41
217.60.25.191,217.60.25.191,443,1.53,PL,WAW,180.04,183.49
212.192.22.177,212.192.22.177,443,1.48,PL,WAW,186.07,204.73
138.124.64.13,77.83.246.88,443,1.48,PL,WAW,172.46,183.57
70.34.255.171,70.34.255.171,443,1.38,PL,WAW,168.18,177.8
94.103.0.67,94.103.0.67,443,1.34,PL,WAW,169.43,175.73
146.59.18.234,54.36.186.141,443,1.32,PL,WAW,173.15,177.4
51.38.132.136,51.38.132.136,443,1.29,PL,WAW,191.91,184.19
89.126.229.173,89.126.229.173,443,1.28,PL,WAW,166.72,190.99
212.192.11.208,212.192.11.208,443,1.26,PL,WAW,176.19,181.64
37.252.6.119,37.252.6.119,443,1.24,PL,WAW,187.86,204.27
2.27.79.22,2.27.79.22,443,1.23,PL,WAW,176.34,192.25
194.87.128.46,194.87.128.46,443,1.19,PL,WAW,166.08,175.02
37.252.10.91,37.252.10.91,443,1.18,PL,WAW,182.84,201.09
82.118.20.234,82.118.20.234,443,1.12,PL,WAW,169.24,188.84
91.108.237.23,91.108.237.23,443,1.11,PL,WAW,178.33,197.15
185.151.243.200,185.151.243.200,443,2.25,RU,DME,249.39,281.87
83.147.255.88,83.147.255.88,443,1.64,RU,ARN,183.81,202.27
178.20.41.204,178.20.41.204,443,1.61,RU,DME,190.5,217.29
85.198.109.141,85.198.109.141,443,1.53,RU,LHR,197.52,334.61
178.20.41.204,178.20.41.204,8443,1.48,RU,LHR,187.18,302.98
79.174.13.53,79.174.13.53,443,1.46,RU,FRA,207.71,263.83
89.127.209.17,89.127.209.17,443,1.45,RU,DME,189.82,226.51
45.151.62.25,45.151.62.25,443,1.45,RU,DME,184.72,235.11
31.129.49.103,31.129.49.103,443,1.42,RU,DME,252.53,270.74
95.47.190.252,193.41.79.190,443,1.42,RU,WAW,191.71,268.18
5.101.50.226,5.101.50.226,443,1.4,RU,DME,235.39,300.54
83.217.214.34,83.217.214.34,443,1.36,RU,DME,202.82,226.62
212.41.15.119,212.41.15.119,443,1.36,RU,DME,253.61,284.24
178.253.39.156,178.253.39.156,443,1.36,RU,ARN,200.64,263.17
31.129.49.103,31.129.49.103,8443,1.34,RU,ARN,247.42,251.07
93.77.177.164,93.77.177.164,443,1.33,RU,DME,192.24,231.42
2.26.104.64,2.26.104.64,443,1.24,RU,DME,178.0,317.58
80.87.198.98,80.87.198.98,443,1.22,RU,TLL,183.93,244.88
176.124.200.14,176.124.200.14,443,1.21,RU,DME,235.17,292.14
185.218.0.16,185.218.0.16,443,1.16,RU,ARN,185.05,216.37
31.200.248.163,31.200.248.125,443,1.12,RU,DME,205.79,243.91
77.73.66.223,77.73.66.223,443,1.11,RU,ARN,182.68,213.25
138.124.255.49,138.124.255.49,443,1.08,RU,DME,192.28,229.29
91.107.127.205,91.107.127.205,443,1.02,RU,TLL,194.12,240.32
185.229.221.92,185.229.221.92,443,3.3,SE,ARN,164.76,167.42
37.252.9.236,37.252.9.236,443,2.54,SE,ARN,178.02,185.21
185.159.75.51,185.159.75.51,443,2.36,SE,ARN,190.91,215.2
91.223.169.237,91.223.169.237,443,2.35,SE,ARN,170.12,177.72
62.182.199.47,62.182.199.47,443,2.31,SE,ARN,166.72,173.96
79.141.174.235,79.141.174.235,443,2.31,SE,ARN,171.21,179.26
64.112.127.151,64.112.127.151,443,2.06,SE,ARN,183.8,206.14
78.109.17.114,78.109.17.114,443,2.01,SE,ARN,158.76,172.49
185.21.11.91,185.21.11.91,443,1.85,SE,CPH,172.66,185.11
37.252.8.202,37.252.8.202,443,1.81,SE,ARN,171.61,185.21
91.223.169.74,91.223.169.74,443,1.77,SE,ARN,169.99,191.77
80.66.78.207,80.66.78.207,443,1.75,SE,ARN,174.43,183.98
89.125.243.165,89.125.243.165,443,1.7,SE,ARN,166.26,180.04
13.53.54.165,13.53.54.165,8443,1.68,SE,ARN,171.84,188.38
95.143.196.18,95.143.196.18,443,1.65,SE,ARN,162.52,194.95
89.127.201.202,89.127.201.202,443,1.63,SE,CPH,167.29,164.07
87.251.85.34,87.251.85.34,443,1.52,SE,ARN,168.91,180.23
83.147.254.245,2a01:e5c0:60be::2,443,1.51,SE,FRA,192.63,257.15
31.192.244.129,31.192.244.129,443,1.45,SE,ARN,235.38,238.6
13.53.54.165,13.53.54.165,443,1.44,SE,ARN,169.8,185.3
185.139.228.30,185.139.228.30,443,1.38,SE,ARN,257.83,314.38
51.20.202.203,51.20.202.203,443,1.19,SE,ARN,166.92,178.59
64.112.124.252,64.112.124.252,443,1.17,SE,ARN,166.84,172.28
89.22.233.52,2a01:e5c0:7cb5::2,443,1.16,SE,FRA,189.01,254.01
87.251.85.114,87.251.85.114,443,1.04,SE,ARN,180.55,189.52
104.248.145.216,104.248.145.216,443,2.86,SG,SIN,248.68,187.77
43.160.195.223,43.160.195.223,443,2.13,SG,SIN,160.44,165.41
167.172.95.164,167.172.95.164,443,1.31,SG,SIN,161.78,176.42
139.180.222.3,139.180.222.3,443,1.28,SG,SIN,161.41,169.28
60.249.21.30,60.249.21.30,443,2.16,TW,TPE,134.42,152.01
75.127.12.19,75.127.12.19,443,361.87,US,SEA,6.1,81.56
165.232.148.158,165.232.148.158,443,160.78,US,SJC,26.96,35.1
192.9.157.76,192.9.157.76,443,148.57,US,SJC,23.13,74.92
74.48.134.194,74.48.134.194,443,147.69,US,LAX,30.6,40.0
38.60.91.95,38.60.91.95,443,125.37,US,LAX,34.33,53.86
38.77.187.51,38.77.187.51,443,73.48,US,LAS,62.51,68.43
159.60.146.81,23.158.32.68,443,69.26,US,SEA,5.84,14.01
184.169.181.217,184.169.181.217,443,67.54,US,SJC,24.26,39.33
129.159.34.196,2603:c024:c005:ec5f:0:e477:e6f:c726,443,64.17,US,SJC,23.73,27.65
216.36.116.175,216.36.116.175,443,57.43,US,LAX,31.08,40.85
154.211.8.155,20.3.166.89,2083,56.91,US,SEA,7.63,15.76
163.192.44.187,163.192.44.187,443,53.97,US,SJC,37.14,34.99
208.167.245.42,208.167.245.42,443,52.8,US,EWR,109.41,330.56
104.129.166.131,20.3.166.89,2053,51.34,US,SEA,14.96,25.44
149.28.62.21,149.28.62.21,443,50.9,US,EWR,83.2,136.19
104.234.50.53,104.234.50.53,443,50.87,US,IAD,136.31,193.6
163.192.47.170,163.192.47.170,443,50.35,US,SJC,23.23,28.42
104.129.166.131,20.3.166.89,2087,50.22,US,SEA,15.0,9.91
192.9.139.160,192.9.139.160,443,48.41,US,SJC,23.38,29.51
104.129.166.131,20.3.166.89,2096,43.57,US,SEA,10.0,11.75
64.186.246.74,64.186.246.74,443,43.54,US,LAX,31.63,48.5
34.83.245.149,34.83.245.149,443,42.5,US,SEA,11.27,34.97
159.60.146.82,23.158.32.24,443,42.17,US,SEA,5.36,15.04
47.88.15.127,47.88.15.127,443,41.66,US,SJC,24.29,33.75
154.211.8.155,20.3.166.89,8443,41.52,US,SEA,8.87,19.77
146.19.167.192,146.19.167.192,443,40.67,US,ORD,58.49,62.06
72.13.122.137,199.38.148.127,443,39.41,US,LAX,30.75,41.28
104.129.166.131,20.3.166.89,2083,37.24,US,SEA,28.17,14.57
154.211.8.155,20.3.166.89,2053,36.75,US,SEA,5.8,20.27
107.174.245.19,107.174.245.19,443,36.68,US,SEA,6.14,38.17
23.94.56.22,23.94.56.22,443,36.39,US,SEA,6.58,50.62
107.174.40.115,107.174.40.115,443,35.64,US,LAX,35.01,43.48
154.211.8.155,20.3.166.89,443,35.17,US,SEA,12.97,22.33
107.174.253.219,2a09:bac1:76a0:28::4cf:d,2096,33.77,US,SJC,30.3,42.36
192.193.104.25,192.193.104.22,443,33.54,US,DFW,57.39,92.69
104.129.166.131,20.3.166.89,8443,33.15,US,SEA,8.01,28.15
107.174.42.185,107.174.42.185,443,32.08,US,LAX,31.05,52.57
107.175.230.87,107.175.230.87,443,30.7,US,LAX,31.67,45.58
150.136.254.79,150.136.254.79,443,29.99,US,IAD,97.0,93.73
154.211.8.155,20.3.166.89,2087,29.53,US,SEA,5.62,17.59
154.211.8.155,20.3.166.89,2096,29.18,US,SEA,10.91,18.23
64.181.227.82,64.181.227.82,443,27.97,US,SJC,25.98,28.36
107.174.253.219,2a09:bac1:76a0:28::4cf:d,8443,26.98,US,SJC,29.1,54.8
104.238.129.180,104.238.129.180,443,26.82,US,EWR,76.82,129.96
72.249.205.119,72.249.205.119,443,26.62,US,LAX,35.83,45.79
104.129.166.131,20.3.166.89,443,26.16,US,SEA,7.91,27.12
96.8.121.29,96.8.121.29,443,24.99,US,SEA,8.59,390.31
3.137.145.231,3.137.145.231,443,24.66,US,CMH,62.76,106.72
43.162.119.244,43.162.119.244,443,23.69,US,SJC,23.5,32.31
107.173.254.105,107.173.254.105,443,23.5,US,YYZ,96.37,125.98
43.169.18.179,43.152.181.48,443,23.44,US,SEA,5.15,11.14
185.186.245.90,185.186.245.90,443,23.3,US,DFW,46.44,83.36
192.18.131.0,192.18.131.0,443,21.98,US,SJC,27.8,26.4
38.75.221.242,38.75.221.242,443,21.41,US,LAX,32.78,41.97
38.143.109.82,38.143.109.82,443,21.25,US,YYZ,51.16,92.33
34.53.21.244,34.53.21.244,443,20.99,US,SEA,13.74,39.86
104.129.167.255,20.3.166.89,443,20.27,US,SEA,6.08,14.59
172.67.208.171,20.3.166.89,443,20.21,US,SEA,5.36,7.69
168.151.20.157,2602:f988:210:c4f::7f4,443,19.98,US,LAX,30.99,37.97
64.181.255.215,64.181.255.215,443,19.75,US,SJC,22.94,29.9
18.216.55.100,18.216.55.100,443,19.58,US,CMH,71.13,69.55
66.135.5.63,66.135.5.63,443,19.5,US,EWR,76.0,104.43
154.29.153.213,154.29.153.213,443,18.47,US,LAX,34.22,45.93
172.67.208.171,20.3.166.89,8443,18.29,US,SEA,5.07,8.84
27.50.48.73,20.3.166.89,2053,17.49,US,SEA,8.39,11.47
77.110.124.132,77.110.124.132,443,17.28,US,ATL,73.81,104.36
154.64.237.33,154.64.237.33,443,16.99,US,LAX,34.74,65.41
143.198.52.252,143.198.52.252,443,16.91,US,SJC,26.22,35.68
213.170.157.1,185.71.228.0,443,16.75,US,PDX,15.02,46.27
104.129.167.255,20.3.166.89,2096,16.7,US,SEA,6.04,25.89
147.182.229.237,147.182.229.237,443,16.66,US,SJC,24.36,33.68
104.129.167.255,20.3.166.89,8443,16.45,US,SEA,10.04,18.36
107.173.123.133,107.173.123.133,443,16.19,US,LAX,33.03,44.87
72.249.205.12,72.249.205.12,443,15.61,US,LAX,46.57,49.49
38.180.204.104,38.180.204.104,443,15.54,US,ORD,53.37,111.97
172.67.208.171,20.3.166.89,2053,15.49,US,SEA,5.32,8.8
23.95.215.195,23.95.215.195,443,15.28,US,SJC,23.12,34.75
45.61.166.121,45.61.166.121,443,15.22,US,DFW,63.65,77.27
129.146.137.214,2603:c020:14:b39f:73e4:5573:620c:f17c,443,15.21,US,LAX,44.83,70.04
107.174.36.103,107.174.36.103,443,15.09,US,YYZ,84.81,193.94
104.129.167.255,20.3.166.89,2053,15.08,US,SEA,7.01,10.22
43.169.19.179,43.152.181.48,443,15.06,US,SEA,5.04,10.39
104.168.87.130,104.168.87.130,443,14.93,US,SJC,27.33,54.25
159.223.194.58,159.223.194.58,443,14.41,US,SJC,31.88,31.21
34.105.49.234,34.11.186.184,443,13.98,US,SEA,10.77,61.36
137.184.228.85,137.184.228.85,443,13.96,US,SJC,23.74,45.75
107.175.245.116,107.175.245.116,8443,13.66,US,IAD,66.4,85.24
27.50.48.73,20.3.166.89,2087,13.49,US,SEA,8.6,12.93
129.146.196.8,129.146.196.8,443,13.16,US,LAX,42.31,68.73
107.175.245.116,107.175.245.116,2053,12.84,US,IAD,66.39,90.49
27.50.48.73,20.3.166.89,443,12.52,US,SEA,5.91,13.27
104.129.167.255,20.3.166.89,2087,12.43,US,SEA,12.42,14.75
150.136.105.229,150.136.105.229,443,12.3,US,IAD,73.5,87.03
216.180.125.171,216.180.125.171,443,12.27,US,DFW,47.58,59.97
104.129.59.249,104.129.59.249,443,12.15,US,LAX,30.51,57.08
172.67.208.171,20.3.166.89,2096,12.06,US,SEA,5.55,12.39
192.3.209.49,192.3.209.49,443,11.83,US,YYZ,82.37,152.33
27.50.48.73,20.3.166.89,2096,11.65,US,SEA,9.57,9.2
172.67.208.171,20.3.166.89,2087,11.53,US,SEA,5.3,11.44
27.50.48.73,20.3.166.89,2083,11.45,US,SEA,5.73,14.56
107.175.224.82,107.175.224.82,443,11.37,US,LAX,36.95,38.42
148.135.119.123,148.135.119.123,443,11.28,US,LAX,31.43,53.42
129.213.150.222,129.213.150.222,443,11.03,US,IAD,73.06,77.52
104.129.167.255,20.3.166.89,2083,10.91,US,SEA,10.2,26.05
27.50.48.73,20.3.166.89,8443,10.89,US,SEA,6.98,12.61
172.67.208.171,20.3.166.89,2083,10.79,US,SEA,5.51,13.74
205.172.57.27,205.172.57.27,443,10.22,US,EWR,72.36,80.83
69.63.209.60,69.63.209.60,443,10.01,US,LAX,30.01,42.25
38.75.221.85,38.75.221.85,443,9.87,US,LAX,32.43,44.58
64.181.218.67,64.181.218.67,443,9.55,US,ORD,49.08,56.81
64.181.247.243,64.181.247.243,443,9.29,US,SJC,23.05,28.45
34.58.136.79,34.58.136.79,443,9.28,US,ORD,52.97,87.98
24.144.68.139,128.199.0.28,443,9.07,US,SJC,25.95,34.28
107.174.242.250,107.174.242.250,443,9.03,US,SEA,5.68,16.79
77.105.162.73,77.105.162.73,443,8.93,US,EWR,76.81,83.47
23.94.208.112,23.94.208.112,443,8.7,US,SJC,25.41,37.55
72.249.204.208,72.249.204.208,443,8.52,US,LAX,40.73,45.52
143.198.31.221,143.198.31.221,443,8.14,US,EWR,83.94,86.16
43.170.25.96,43.152.135.109,443,8.1,US,IAD,71.55,75.38
23.94.123.231,23.94.123.231,443,7.98,US,SJC,27.02,42.49
45.61.150.169,45.61.150.169,443,7.96,US,LAS,49.85,101.15
35.247.124.181,35.252.223.104,443,7.75,US,SEA,11.28,28.58
38.175.219.162,38.175.219.162,443,7.49,US,LAX,32.06,41.74
72.249.204.157,72.249.204.157,443,7.39,US,LAS,33.21,54.78
165.1.66.231,2a09:bac5:6212:1246::1d2:3c,443,7.33,US,SJC,40.2,33.96
46.17.107.183,46.17.107.183,443,7.27,US,EWR,73.45,213.99
107.175.209.186,107.175.209.186,443,6.83,US,BUF,79.0,122.53
64.188.27.145,64.188.27.145,443,6.58,US,SJC,27.1,63.11
154.9.239.44,154.9.239.44,443,6.43,US,LAX,32.69,44.06
172.245.182.112,172.245.182.112,443,6.34,US,ATL,62.08,73.1
34.82.76.253,34.11.186.184,443,5.91,US,SEA,12.43,64.22
193.32.177.101,193.32.177.101,443,5.81,US,EWR,82.25,82.56
129.159.84.71,129.159.84.71,443,5.56,US,IAD,73.37,76.31
185.106.95.125,185.106.95.125,443,5.45,US,DFW,62.12,86.23
192.18.136.255,2603:c024:c00e:6588:2813:e25c:5935:82e1,443,5.35,US,SJC,24.0,26.43
185.204.54.203,185.204.54.203,443,5.27,US,EWR,83.02,111.03
107.173.130.87,107.173.130.87,443,5.25,US,BUF,84.19,127.9
107.175.183.121,107.175.183.121,443,5.05,US,ATL,61.04,68.96
38.146.27.51,38.146.27.51,443,4.8,US,EWR,74.29,87.06
50.228.203.26,50.228.203.26,443,4.71,US,MIA,74.74,80.18
38.146.28.146,38.146.28.146,443,4.61,US,LAX,32.57,41.56
192.210.133.140,192.210.133.140,443,4.45,US,BUF,78.61,141.95
212.124.105.20,212.124.105.20,443,4.4,US,IAD,71.67,81.16
185.28.175.51,185.28.175.51,443,4.38,US,MIA,87.74,249.42
172.245.180.103,172.245.180.103,443,4.32,US,YYZ,79.27,157.35
38.180.138.2,38.180.138.2,443,3.99,US,EWR,95.82,103.34
134.199.142.254,134.199.234.104,443,3.8,US,SJC,24.19,31.26
166.1.160.140,166.1.160.140,443,3.66,US,EWR,70.89,85.69
143.47.96.200,143.47.96.200,443,3.51,US,IAD,71.24,77.25
150.136.139.228,150.136.139.228,443,3.41,US,EWR,72.07,90.82
31.40.214.164,31.40.214.164,443,3.39,US,LAX,29.69,39.72
23.95.189.91,23.95.189.91,443,3.19,US,YYZ,89.83,157.39
104.168.56.73,104.168.56.73,443,3.05,US,YYZ,80.99,158.07
198.52.244.111,198.52.244.111,443,3.01,US,LAX,38.82,40.32
134.209.166.117,2604:a880:800:10::e24:c001,443,2.99,US,EWR,81.08,90.02
104.168.38.167,104.168.38.167,443,2.83,US,BUF,79.89,123.53
38.75.221.26,38.75.221.26,443,2.8,US,LAX,32.52,39.09
77.110.126.244,77.110.126.244,443,2.72,US,ATL,73.23,90.58
166.1.60.137,166.1.60.137,443,2.66,US,EWR,76.43,211.73
107.174.70.130,107.174.70.130,443,2.39,US,YYZ,80.24,170.26
159.89.91.17,159.89.91.17,443,2.37,US,EWR,78.64,87.71
156.154.245.83,156.154.214.195,443,2.25,US,SJC,22.77,26.81
38.105.31.248,38.105.31.248,443,2.18,US,LAX,74.99,89.81
192.3.155.217,192.3.155.217,443,1.32,US,YYZ,97.56,223.44
172.245.178.178,172.245.178.178,443,1.07,US,BUF,81.87,157.87
